,team_name,X,Y,Z,tick,steamid,name
5,CT,-2086.0498,721.4598,11776.031,39283,76561198095896540,docz1n
6,CT,-1989.9067,522.27313,11776.031,39283,76561198135228658,gafolo
7,CT,-2045.7826,585.2865,11776.031,39283,76561198307734468,rdn---
8,TERRORIST,-2121.2646,-523.24585,11515.402,39283,76561198377335846,snow_-_
9,CT,-1925.2715,803.85956,11776.031,39283,76561198809462276,koaLx
0,CT,-1037.8834,-61.29657,11776.031,39347,76561198858681422,pepe--
1,TERRORIST,-1428.5731,-243.76624,11488.031,39347,76561198350342505,nqz-
2,TERRORIST,-1240.539,-94.668945,11488.031,39347,76561198074017668,lux1-
3,TERRORIST,-1375.472,-209.47821,11488.031,39347,76561198015308884,biguzera-
4,TERRORIST,-1320.4988,-687.6793,11488.031,39347,76561198385657675,kauez_
5,CT,-2203.902,700.2575,11744.031,39347,76561198095896540,docz1n
6,CT,-2085.6863,549.6035,11776.031,39347,76561198135228658,gafolo
7,CT,-2262.2283,519.6892,11744.031,39347,76561198307734468,rdn---
8,TERRORIST,-1988.5323,-420.13342,11552.031,39347,76561198377335846,snow_-_
9,CT,-1974.0563,689.8862,11776.031,39347,76561198809462276,koaLx
0,CT,-1001.7513,-105.59332,11776.031,39411,76561198858681422,pepe--
1,TERRORIST,-1231.9604,-108.16962,11488.031,39411,76561198350342505,nqz-
2,TERRORIST,-996.9967,-76.447815,11488.031,39411,76561198074017668,lux1-
3,TERRORIST,-1173.5032,-98.19403,11488.031,39411,76561198015308884,biguzera-
4,TERRORIST,-1245.1703,-722.47205,11589.47,39411,76561198385657675,kauez_
5,CT,-2289.3335,613.2407,11744.031,39411,76561198095896540,docz1n
6,CT,-2200.7546,538.2366,11760.822,39411,76561198135228658,gafolo
7,CT,-2333.1904,288.21057,11790.887,39411,76561198307734468,rdn---
8,TERRORIST,-1991.9685,-368.43738,11552.031,39411,76561198377335846,snow_-_
9,CT,-2052.7197,590.1397,11776.031,39411,76561198809462276,koaLx
0,CT,-932.9016,-208.10394,11776.031,39475,76561198858681422,pepe--
1,TERRORIST,-995.1716,-56.205322,11488.031,39475,76561198350342505,nqz-
2,TERRORIST,-823.51196,-160.74548,11488.031,39475,76561198074017668,lux1-
3,TERRORIST,-1031.5593,-252.09875,11488.031,39475,76561198015308884,biguzera-
4,TERRORIST,-1241.9926,-722.47205,11779.215,39475,76561198385657675,kauez_
5,CT,-2369.6975,518.5016,11744.031,39475,76561198095896540,docz1n
6,CT,-2253.7122,538.41486,11744.123,39475,76561198135228658,gafolo
7,CT,-2305.4285,278.2544,11744.031,39475,76561198307734468,rdn---
8,TERRORIST,-1987.6237,-429.50012,11552.031,39475,76561198377335846,snow_-_
9,CT,-2114.4001,573.4228,11779.031,39475,76561198809462276,koaLx
0,CT,-857.05585,-296.3894,11776.031,39539,76561198858681422,pepe--
1,TERRORIST,-866.5307,-224.66876,11488.031,39539,76561198350342505,nqz-
2,TERRORIST,-715.32245,-285.9203,11523.497,39539,76561198074017668,lux1-
3,TERRORIST,-899.92377,-414.24963,11499.595,39539,76561198015308884,biguzera-
4,TERRORIST,-1267.5038,-675.85956,11783.965,39539,76561198385657675,kauez_
5,CT,-2393.296,454.64017,11744.031,39539,76561198095896540,docz1n
6,CT,-2268.3125,473.50436,11744.031,39539,76561198135228658,gafolo
7,CT,-2298.0242,406.28775,11744.031,39539,76561198307734468,rdn---
8,TERRORIST,-1985.3408,-363.07605,11552.031,39539,76561198377335846,snow_-_
9,CT,-2105.873,561.2884,11777.634,39539,76561198809462276,koaLx
0,CT,-735.4164,-279.80872,11776.031,39603,76561198858681422,pepe--
1,TERRORIST,-913.36304,-121.09558,11488.031,39603,76561198350342505,nqz-
2,TERRORIST,-589.9861,-280.48956,11488.031,39603,76561198074017668,lux1-
3,TERRORIST,-896.8811,-458.30774,11510.609,39603,76561198015308884,biguzera-
4,TERRORIST,-1356.8013,-698.7941,11776.031,39603,76561198385657675,kauez_
5,CT,-2416.8704,412.18384,11744.031,39603,76561198095896540,docz1n
6,CT,-2268.1797,515.45557,11744.031,39603,76561198135228658,gafolo
7,CT,-2354.293,493.44608,11744.031,39603,76561198307734468,rdn---
8,TERRORIST,-2002.7666,-253.44995,11552.031,39603,76561198377335846,snow_-_
9,CT,-2017.0613,583.23596,11776.031,39603,76561198809462276,koaLx
0,CT,-615.855,-279.33997,11776.031,39667,76561198858681422,pepe--
1,TERRORIST,-896.04364,-60.929016,11488.031,39667,76561198350342505,nqz-
2,TERRORIST,-621.6033,-254.69397,11488.031,39667,76561198074017668,lux1-
3,TERRORIST,-915.30023,-467.22882,11504.782,39667,76561198015308884,biguzera-
4,TERRORIST,-1407.3556,-731.64294,11776.031,39667,76561198385657675,kauez_
5,CT,-2436.5774,330.04092,11744.031,39667,76561198095896540,docz1n
6,CT,-2292.6763,397.85092,11744.031,39667,76561198135228658,gafolo
7,CT,-2419.2202,396.6066,11744.031,39667,76561198307734468,rdn---
8,TERRORIST,-2004.6456,-170.70667,11552.031,39667,76561198377335846,snow_-_
9,CT,-1896.8579,615.7686,11776.031,39667,76561198809462276,koaLx
0,CT,-493.06104,-259.65588,11776.031,39731,76561198858681422,pepe--
1,TERRORIST,-890.8947,-59.949524,11488.031,39731,76561198350342505,nqz-
2,TERRORIST,-766.73126,-185.70856,11488.031,39731,76561198074017668,lux1-
3,TERRORIST,-884.61414,-458.78406,11510.729,39731,76561198015308884,biguzera-
4,TERRORIST,-1445.7368,-656.43286,11776.031,39731,76561198385657675,kauez_
5,CT,-2435.0295,274.95416,11744.031,39731,76561198095896540,docz1n
6,CT,-2312.859,331.69318,11744.031,39731,76561198135228658,gafolo
7,CT,-2440.7205,307.24078,11744.031,39731,76561198307734468,rdn---
8,TERRORIST,-1995.2306,-161.35089,11552.031,39731,76561198377335846,snow_-_
9,CT,-1950.5177,594.98584,11776.031,39731,76561198809462276,koaLx
0,CT,-542.2837,-249.64777,11776.031,39795,76561198858681422,pepe--
1,TERRORIST,-975.38574,-78.74481,11488.031,39795,76561198350342505,nqz-
2,TERRORIST,-920.71967,-124.750244,11488.031,39795,76561198074017668,lux1-
3,TERRORIST,-868.4365,-557.3936,11535.381,39795,76561198015308884,biguzera-
4,TERRORIST,-1520.8186,-662.8926,11776.031,39795,76561198385657675,kauez_
5,CT,-2435.0295,274.95416,11744.031,39795,76561198095896540,docz1n
6,CT,-2334.038,264.73938,11744.031,39795,76561198135228658,gafolo
7,CT,-2423.2043,323.59985,11744.031,39795,76561198307734468,rdn---
8,TERRORIST,-1999.0098,-237.79187,11552.031,39795,76561198377335846,snow_-_
9,CT,-2192.2412,580.6298,11763.506,39795,76561198809462276,koaLx
0,CT,-664.2876,-242.59924,11776.031,39859,76561198858681422,pepe--
1,TERRORIST,-1124.5419,-109.52985,11488.031,39859,76561198350342505,nqz-
2,TERRORIST,-1046.6431,-105.41589,11488.031,39859,76561198074017668,lux1-
3,TERRORIST,-939.5325,-642.0481,11595.286,39859,76561198015308884,biguzera-
4,TERRORIST,-1589.7352,-599.31415,11776.031,39859,76561198385657675,kauez_
5,CT,-2435.0295,274.95416,11744.031,39859,76561198095896540,docz1n
6,CT,-2344.7966,256.9555,11744.031,39859,76561198135228658,gafolo
7,CT,-2520.6963,221.37386,11744.031,39859,76561198307734468,rdn---
8,TERRORIST,-1900.2482,-326.4618,11552.031,39859,76561198377335846,snow_-_
9,CT,-2390.309,457.23987,11744.031,39859,76561198809462276,koaLx
0,CT,-729.77155,-325.6808,11776.031,39923,76561198858681422,pepe--
1,TERRORIST,-1253.3934,-126.45343,11488.031,39923,76561198350342505,nqz-
2,TERRORIST,-1172.9224,-119.94946,11488.031,39923,76561198074017668,lux1-
3,TERRORIST,-999.12305,-730.13367,11650.031,39923,76561198015308884,biguzera-
4,TERRORIST,-1524.9852,-628.60077,11776.031,39923,76561198385657675,kauez_
5,CT,-2435.0295,274.95416,11744.031,39923,76561198095896540,docz1n
6,CT,-2348.706,281.267,11744.031,39923,76561198135228658,gafolo
7,CT,-2402.838,321.9292,11769.875,39923,76561198307734468,rdn---
8,TERRORIST,-1902.414,-308.47534,11552.031,39923,76561198377335846,snow_-_
9,CT,-2456.4807,352.75082,11744.031,39923,76561198809462276,koaLx
0,CT,-860.1436,940.28204,11776.031,43274,76561198858681422,pepe--
1,TERRORIST,-1468.8372,-1194.3975,11488.031,43274,76561198350342505,nqz-
2,TERRORIST,-1439.7609,-1322.0359,11488.031,43274,76561198074017668,lux1-
3,TERRORIST,-1502.5718,-1360.8275,11488.031,43274,76561198015308884,biguzera-
4,TERRORIST,-1411.3145,-1130.3131,11488.031,43274,76561198385657675,kauez_
5,CT,-929.6314,918.6384,11776.031,43274,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,43274,76561198135228658,gafolo
7,CT,-1189.3397,862.16864,11776.031,43274,76561198307734468,rdn---
8,TERRORIST,-1439.5718,-1251.7084,11488.031,43274,76561198377335846,snow_-_
9,CT,-1044.0262,924.3055,11776.031,43274,76561198809462276,koaLx
0,CT,-860.1436,940.28204,11776.031,43274,76561198858681422,pepe--
1,TERRORIST,-1468.8372,-1194.3975,11488.031,43274,76561198350342505,nqz-
2,TERRORIST,-1439.7609,-1322.0359,11488.031,43274,76561198074017668,lux1-
3,TERRORIST,-1502.5718,-1360.8275,11488.031,43274,76561198015308884,biguzera-
4,TERRORIST,-1411.3145,-1130.3131,11488.031,43274,76561198385657675,kauez_
5,CT,-929.6314,918.6384,11776.031,43274,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,43274,76561198135228658,gafolo
7,CT,-1189.3397,862.16864,11776.031,43274,76561198307734468,rdn---
8,TERRORIST,-1439.5718,-1251.7084,11488.031,43274,76561198377335846,snow_-_
9,CT,-1044.0262,924.3055,11776.031,43274,76561198809462276,koaLx
0,CT,-972.16016,766.3388,11776.031,43338,76561198858681422,pepe--
1,TERRORIST,-1650.2898,-1085.7966,11488.031,43338,76561198350342505,nqz-
2,TERRORIST,-1516.3682,-1217.2633,11488.031,43338,76561198074017668,lux1-
3,TERRORIST,-1648.1931,-1226.6177,11488.031,43338,76561198015308884,biguzera-
4,TERRORIST,-1570.2654,-1191.7098,11488.031,43338,76561198385657675,kauez_
5,CT,-1011.18353,724.73755,11776.031,43338,76561198095896540,docz1n
6,CT,-1193.0052,741.48035,11776.031,43338,76561198135228658,gafolo
7,CT,-1388.3489,888.42676,11776.031,43338,76561198307734468,rdn---
8,TERRORIST,-1620.2651,-1161.9044,11488.031,43338,76561198377335846,snow_-_
9,CT,-1243.7828,911.79895,11776.031,43338,76561198809462276,koaLx
0,CT,-1048.8458,541.1057,11776.031,43402,76561198858681422,pepe--
1,TERRORIST,-1759.9398,-903.20044,11488.031,43402,76561198350342505,nqz-
2,TERRORIST,-1688.0338,-1074.196,11488.031,43402,76561198074017668,lux1-
3,TERRORIST,-1789.5808,-1065.4565,11488.031,43402,76561198015308884,biguzera-
4,TERRORIST,-1811.4158,-1243.1094,11494.743,43402,76561198385657675,kauez_
5,CT,-1076.3076,487.1859,11777.031,43402,76561198095896540,docz1n
6,CT,-1064.1732,617.4227,11776.031,43402,76561198135228658,gafolo
7,CT,-1588.493,760.3765,11776.031,43402,76561198307734468,rdn---
8,TERRORIST,-1828.1857,-1023.0978,11488.031,43402,76561198377335846,snow_-_
9,CT,-1469.6478,851.545,11776.031,43402,76561198809462276,koaLx
0,CT,-1035.4532,301.99698,11776.031,43466,76561198858681422,pepe--
1,TERRORIST,-1597.5618,-720.0007,11488.031,43466,76561198350342505,nqz-
2,TERRORIST,-1763.5767,-956.7034,11488.031,43466,76561198074017668,lux1-
3,TERRORIST,-1716.7992,-861.0561,11488.031,43466,76561198015308884,biguzera-
4,TERRORIST,-2051.966,-1286.9323,11615.018,43466,76561198385657675,kauez_
5,CT,-1068.0049,244.48914,11776.031,43466,76561198095896540,docz1n
6,CT,-1062.5967,375.4647,11776.031,43466,76561198135228658,gafolo
7,CT,-1804.4274,638.9723,11776.031,43466,76561198307734468,rdn---
8,TERRORIST,-2025.7452,-869.9462,11488.031,43466,76561198377335846,snow_-_
9,CT,-1652.8761,696.46985,11776.031,43466,76561198809462276,koaLx
0,CT,-932.67737,90.33765,11776.031,43530,76561198858681422,pepe--
1,TERRORIST,-1503.7054,-488.30188,11488.031,43530,76561198350342505,nqz-
2,TERRORIST,-1626.4796,-772.589,11488.031,43530,76561198074017668,lux1-
3,TERRORIST,-1581.6216,-669.7131,11488.031,43530,76561198015308884,biguzera-
4,TERRORIST,-2190.9688,-1295.9686,11616.031,43530,76561198385657675,kauez_
5,CT,-1008.54034,6.84799,11776.031,43530,76561198095896540,docz1n
6,CT,-967.688,153.66084,11776.031,43530,76561198135228658,gafolo
7,CT,-2050.642,596.53253,11776.031,43530,76561198307734468,rdn---
8,TERRORIST,-2213.4446,-719.066,11488.031,43530,76561198377335846,snow_-_
9,CT,-1880.8358,599.05646,11776.031,43530,76561198809462276,koaLx
0,CT,-899.24854,-141.53052,11776.031,43594,76561198858681422,pepe--
1,TERRORIST,-1394.62,-263.40808,11488.031,43594,76561198350342505,nqz-
2,TERRORIST,-1549.4822,-544.6463,11488.031,43594,76561198074017668,lux1-
3,TERRORIST,-1496.9386,-439.99414,11488.031,43594,76561198015308884,biguzera-
4,TERRORIST,-2157.776,-1182.251,11620.909,43594,76561198385657675,kauez_
5,CT,-945.60046,-234.03046,11776.031,43594,76561198095896540,docz1n
6,CT,-977.0215,-21.788391,11776.031,43594,76561198135228658,gafolo
7,CT,-2278.1367,518.73016,11744.031,43594,76561198307734468,rdn---
8,TERRORIST,-2146.1711,-530.7134,11502.949,43594,76561198377335846,snow_-_
9,CT,-2095.7856,593.9302,11776.031,43594,76561198809462276,koaLx
0,CT,-878.609,-384.32135,11776.031,43658,76561198858681422,pepe--
1,TERRORIST,-1210.8181,-124.17053,11488.031,43658,76561198350342505,nqz-
2,TERRORIST,-1442.4039,-322.9975,11488.031,43658,76561198074017668,lux1-
3,TERRORIST,-1399.723,-218.11804,11488.031,43658,76561198015308884,biguzera-
4,TERRORIST,-2186.882,-959.2879,11732.391,43658,76561198385657675,kauez_
5,CT,-864.7169,-468.4331,11777.031,43658,76561198095896540,docz1n
6,CT,-1013.70636,-142.19672,11776.031,43658,76561198135228658,gafolo
7,CT,-2372.2676,295.21082,11776.502,43658,76561198307734468,rdn---
8,TERRORIST,-1965.2499,-411.20178,11552.031,43658,76561198377335846,snow_-_
9,CT,-2197.9604,540.98596,11761.703,43658,76561198809462276,koaLx
0,CT,-758.4816,-584.0375,11776.031,43722,76561198858681422,pepe--
1,TERRORIST,-1039.797,-238.04053,11488.031,43722,76561198350342505,nqz-
2,TERRORIST,-1297.5107,-124.62463,11488.031,43722,76561198074017668,lux1-
3,TERRORIST,-1185.0692,-110.10986,11488.031,43722,76561198015308884,biguzera-
4,TERRORIST,-2190.9714,-856.6617,11781.031,43722,76561198385657675,kauez_
5,CT,-671.2457,-592.88855,11776.031,43722,76561198095896540,docz1n
6,CT,-898.3662,-303.35962,11776.031,43722,76561198135228658,gafolo
7,CT,-2277.8298,299.40588,11744.031,43722,76561198307734468,rdn---
8,TERRORIST,-2026.7588,-214.86523,11552.031,43722,76561198377335846,snow_-_
9,CT,-2218.3105,540.44086,11755.286,43722,76561198809462276,koaLx
0,CT,-524.7676,-660.0428,11776.031,43786,76561198858681422,pepe--
1,TERRORIST,-910.7757,-439.26355,11535.87,43786,76561198350342505,nqz-
2,TERRORIST,-1060.4828,-123.11505,11488.031,43786,76561198074017668,lux1-
3,TERRORIST,-943.76154,-148.9226,11488.031,43786,76561198015308884,biguzera-
4,TERRORIST,-2190.9714,-856.6617,11781.031,43786,76561198385657675,kauez_
5,CT,-446.24146,-692.94037,11775.399,43786,76561198095896540,docz1n
6,CT,-781.4597,-467.52563,11819.031,43786,76561198135228658,gafolo
7,CT,-2277.962,544.7869,11744.031,43786,76561198307734468,rdn---
8,TERRORIST,-2056.958,-243.97058,11552.031,43786,76561198377335846,snow_-_
9,CT,-2185.5986,538.0314,11765.601,43786,76561198809462276,koaLx
0,CT,-316.79517,-768.0482,11776.031,43850,76561198858681422,pepe--
1,TERRORIST,-849.04834,-656.5392,11589.049,43850,76561198350342505,nqz-
2,TERRORIST,-830.6232,-201.31775,11488.031,43850,76561198074017668,lux1-
3,TERRORIST,-815.88824,-326.02222,11488.031,43850,76561198015308884,biguzera-
4,TERRORIST,-2190.9714,-856.6617,11781.031,43850,76561198385657675,kauez_
5,CT,-303.14246,-876.0468,11776.031,43850,76561198095896540,docz1n
6,CT,-787.8647,-471.97137,11819.031,43850,76561198135228658,gafolo
7,CT,-2270.1262,710.89655,11744.031,43850,76561198307734468,rdn---
8,TERRORIST,-2051.3647,-214.67499,11552.031,43850,76561198377335846,snow_-_
9,CT,-2204.5432,550.7759,11759.627,43850,76561198809462276,koaLx
0,CT,-301.7729,-971.87524,11776.031,43914,76561198858681422,pepe--
1,TERRORIST,-874.32416,-860.15454,11611.071,43914,76561198350342505,nqz-
2,TERRORIST,-640.90924,-311.78052,11489.925,43914,76561198074017668,lux1-
3,TERRORIST,-703.1818,-519.1016,11525.808,43914,76561198015308884,biguzera-
4,TERRORIST,-2187.7927,-857.4597,11781.031,43914,76561198385657675,kauez_
5,CT,-336.64307,-1043.9756,11776.031,43914,76561198095896540,docz1n
6,CT,-789.52295,-459.67108,11819.031,43914,76561198135228658,gafolo
7,CT,-2303.7427,819.141,11744.031,43914,76561198307734468,rdn---
8,TERRORIST,-2013.6171,-139.58258,11552.031,43914,76561198377335846,snow_-_
9,CT,-2218.2346,555.28845,11755.311,43914,76561198809462276,koaLx
0,CT,-262.77478,-909.7383,11776.031,43978,76561198858681422,pepe--
1,TERRORIST,-865.57806,-949.7585,11633.472,43978,76561198350342505,nqz-
2,TERRORIST,-676.49347,-471.96826,11514.024,43978,76561198074017668,lux1-
3,TERRORIST,-738.38837,-712.5463,11574.169,43978,76561198015308884,biguzera-
4,TERRORIST,-2178.4072,-859.8446,11835.481,43978,76561198385657675,kauez_
5,CT,-405.4618,-890.57385,11813.71,43978,76561198095896540,docz1n
6,CT,-918.46436,-519.15,11776.031,43978,76561198135228658,gafolo
7,CT,-2318.5283,816.26373,11744.031,43978,76561198307734468,rdn---
8,TERRORIST,-2052.332,-117.9812,11552.031,43978,76561198377335846,snow_-_
9,CT,-2213.3916,553.8114,11756.837,43978,76561198809462276,koaLx
0,CT,-281.71362,-686.8015,11827.49,44042,76561198858681422,pepe--
1,TERRORIST,-869.9078,-961.3868,11636.379,44042,76561198350342505,nqz-
2,TERRORIST,-700.88983,-467.04456,11512.793,44042,76561198074017668,lux1-
3,TERRORIST,-819.7021,-894.7882,11619.7295,44042,76561198015308884,biguzera-
4,TERRORIST,-2158.8586,-988.9782,11717.546,44042,76561198385657675,kauez_
5,CT,-417.97015,-874.1157,11805.031,44042,76561198095896540,docz1n
6,CT,-948.3975,-616.2763,11776.031,44042,76561198135228658,gafolo
7,CT,-2372.2097,738.86383,11744.031,44042,76561198307734468,rdn---
8,TERRORIST,-2109.9373,-54.13147,11562.601,44042,76561198377335846,snow_-_
9,CT,-2118.8625,547.7559,11779.031,44042,76561198809462276,koaLx
0,CT,-374.135,-577.1229,11879.031,44106,76561198858681422,pepe--
1,TERRORIST,-754.73315,-780.3146,11591.111,44106,76561198350342505,nqz-
2,TERRORIST,-657.91174,-558.7829,11535.728,44106,76561198074017668,lux1-
3,TERRORIST,-656.0314,-917.2273,11625.339,44106,76561198015308884,biguzera-
4,TERRORIST,-2005.9231,-1147.0364,11696.462,44106,76561198385657675,kauez_
5,CT,-360.2951,-766.75354,11784.339,44106,76561198095896540,docz1n
6,CT,-962.94824,-625.00793,11776.031,44106,76561198135228658,gafolo
7,CT,-2382.454,718.95593,11744.031,44106,76561198307734468,rdn---
8,TERRORIST,-2128.3352,-142.34058,11606.705,44106,76561198377335846,snow_-_
9,CT,-1995.3726,569.2698,11776.031,44106,76561198809462276,koaLx
0,CT,-385.08777,-557.2884,11879.031,44170,76561198858681422,pepe--
1,TERRORIST,-674.533,-649.4118,11558.385,44170,76561198350342505,nqz-
2,TERRORIST,-697.33246,-547.25214,11532.846,44170,76561198074017668,lux1-
3,TERRORIST,-659.1439,-922.58093,11626.678,44170,76561198015308884,biguzera-
4,TERRORIST,-1828.6921,-983.6653,11573.922,44170,76561198385657675,kauez_
5,CT,-494.49402,-731.2542,11776.031,44170,76561198095896540,docz1n
6,CT,-907.81604,-671.034,11776.031,44170,76561198135228658,gafolo
7,CT,-2470.2617,697.2921,11744.031,44170,76561198307734468,rdn---
8,TERRORIST,-2140.6133,-158.37915,11614.725,44170,76561198377335846,snow_-_
9,CT,-1880.7343,562.1031,11776.031,44170,76561198809462276,koaLx
0,CT,-386.73413,-557.21857,11879.031,44234,76561198858681422,pepe--
1,TERRORIST,-708.4247,-491.29816,11518.856,44234,76561198350342505,nqz-
2,TERRORIST,-823.52423,-536.06635,11530.049,44234,76561198074017668,lux1-
3,TERRORIST,-669.846,-787.84515,11592.993,44234,76561198015308884,biguzera-
4,TERRORIST,-1665.9819,-829.54236,11488.031,44234,76561198385657675,kauez_
5,CT,-602.3228,-692.7941,11776.031,44234,76561198095896540,docz1n
6,CT,-981.30835,-621.4657,11776.031,44234,76561198135228658,gafolo
7,CT,-2525.3945,657.2315,11744.031,44234,76561198307734468,rdn---
8,TERRORIST,-2128.029,-133.51123,11602.291,44234,76561198377335846,snow_-_
9,CT,-1772.9496,589.9908,11776.031,44234,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,52161,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,52161,76561198350342505,nqz-
2,TERRORIST,-1411.3145,-1130.3131,11488.031,52161,76561198074017668,lux1-
3,TERRORIST,-1439.7609,-1322.0359,11488.031,52161,76561198015308884,biguzera-
4,TERRORIST,-1468.8372,-1194.3975,11488.031,52161,76561198385657675,kauez_
5,CT,-929.6314,918.6384,11776.031,52161,76561198095896540,docz1n
6,CT,-860.1436,940.28204,11776.031,52161,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,52161,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,52161,76561198377335846,snow_-_
9,CT,-1126.5762,925.89246,11776.031,52161,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,52161,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,52161,76561198350342505,nqz-
2,TERRORIST,-1411.3145,-1130.3131,11488.031,52161,76561198074017668,lux1-
3,TERRORIST,-1439.7609,-1322.0359,11488.031,52161,76561198015308884,biguzera-
4,TERRORIST,-1468.8372,-1194.3975,11488.031,52161,76561198385657675,kauez_
5,CT,-929.6314,918.6384,11776.031,52161,76561198095896540,docz1n
6,CT,-860.1436,940.28204,11776.031,52161,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,52161,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,52161,76561198377335846,snow_-_
9,CT,-1126.5762,925.89246,11776.031,52161,76561198809462276,koaLx
0,CT,-1154.5454,659.452,11776.031,52225,76561198858681422,pepe--
1,TERRORIST,-1609.825,-1128.3129,11488.031,52225,76561198350342505,nqz-
2,TERRORIST,-1610.7927,-1060.1779,11488.031,52225,76561198074017668,lux1-
3,TERRORIST,-1606.2083,-1208.539,11488.031,52225,76561198015308884,biguzera-
4,TERRORIST,-1680.2454,-1198.398,11488.031,52225,76561198385657675,kauez_
5,CT,-1018.26843,728.822,11776.031,52225,76561198095896540,docz1n
6,CT,-908.7628,736.82684,11776.031,52225,76561198135228658,gafolo
7,CT,-1248.6318,908.00525,11776.031,52225,76561198307734468,rdn---
8,TERRORIST,-1663.0706,-1230.4229,11488.031,52225,76561198377335846,snow_-_
9,CT,-1170.2043,732.7182,11776.031,52225,76561198809462276,koaLx
0,CT,-1094.9437,418.9126,11776.031,52289,76561198858681422,pepe--
1,TERRORIST,-1793.9276,-986.9063,11488.031,52289,76561198350342505,nqz-
2,TERRORIST,-1768.1583,-927.23553,11488.031,52289,76561198074017668,lux1-
3,TERRORIST,-1768.7413,-1068.2285,11488.031,52289,76561198015308884,biguzera-
4,TERRORIST,-1928.4471,-1211.6797,11553.259,52289,76561198385657675,kauez_
5,CT,-1085.1272,491.45438,11777.031,52289,76561198095896540,docz1n
6,CT,-1038.026,533.13916,11776.031,52289,76561198135228658,gafolo
7,CT,-1482.4868,842.7984,11776.031,52289,76561198307734468,rdn---
8,TERRORIST,-1795.6006,-1103.3021,11488.031,52289,76561198377335846,snow_-_
9,CT,-1161.8278,491.46085,11777.031,52289,76561198809462276,koaLx
0,CT,-1022.99646,181.51257,11776.031,52353,76561198858681422,pepe--
1,TERRORIST,-1642.1338,-807.22327,11488.031,52353,76561198350342505,nqz-
2,TERRORIST,-1619.0768,-744.9258,11488.031,52353,76561198074017668,lux1-
3,TERRORIST,-1936.6415,-908.00256,11488.031,52353,76561198015308884,biguzera-
4,TERRORIST,-2116.1765,-1129.8763,11647.097,52353,76561198385657675,kauez_
5,CT,-1072.7743,250.8616,11776.031,52353,76561198095896540,docz1n
6,CT,-1035.3997,294.1961,11776.031,52353,76561198135228658,gafolo
7,CT,-1694.2444,718.65936,11776.031,52353,76561198307734468,rdn---
8,TERRORIST,-1960.2305,-942.2965,11488.031,52353,76561198377335846,snow_-_
9,CT,-1253.2933,316.59845,11776.031,52353,76561198809462276,koaLx
0,CT,-950.5709,-57.725464,11776.031,52417,76561198858681422,pepe--
1,TERRORIST,-1555.7377,-573.13116,11488.031,52417,76561198350342505,nqz-
2,TERRORIST,-1549.5107,-508.95758,11488.031,52417,76561198074017668,lux1-
3,TERRORIST,-2090.441,-802.37067,11488.031,52417,76561198015308884,biguzera-
4,TERRORIST,-2115.513,-881.48175,11771.294,52417,76561198385657675,kauez_
5,CT,-1011.18854,13.734513,11776.031,52417,76561198095896540,docz1n
6,CT,-963.1897,57.05162,11776.031,52417,76561198135228658,gafolo
7,CT,-1919.9116,631.7779,11776.031,52417,76561198307734468,rdn---
8,TERRORIST,-2134.7097,-765.9132,11488.031,52417,76561198377335846,snow_-_
9,CT,-1495.4219,333.07974,11776.031,52417,76561198809462276,koaLx
0,CT,-871.3064,-291.50763,11776.031,52481,76561198858681422,pepe--
1,TERRORIST,-1454.9736,-344.33887,11488.031,52481,76561198350342505,nqz-
2,TERRORIST,-1423.6621,-300.70813,11488.031,52481,76561198074017668,lux1-
3,TERRORIST,-2248.745,-635.30707,11488.031,52481,76561198015308884,biguzera-
4,TERRORIST,-2004.356,-672.02576,11776.031,52481,76561198385657675,kauez_
5,CT,-947.70416,-226.75793,11776.031,52481,76561198095896540,docz1n
6,CT,-899.4154,-181.40869,11776.031,52481,76561198135228658,gafolo
7,CT,-2159.735,577.3776,11773.756,52481,76561198307734468,rdn---
8,TERRORIST,-2191.6982,-553.72437,11515.378,52481,76561198377335846,snow_-_
9,CT,-1685.9703,438.9704,11806.17,52481,76561198809462276,koaLx
0,CT,-809.8114,-523.4761,11818.445,52545,76561198858681422,pepe--
1,TERRORIST,-1326.0792,-134.69275,11488.031,52545,76561198350342505,nqz-
2,TERRORIST,-1269.1497,-117.8512,11488.031,52545,76561198074017668,lux1-
3,TERRORIST,-2352.9688,-597.118,11488.031,52545,76561198015308884,biguzera-
4,TERRORIST,-1915.2715,-527.9686,11776.031,52545,76561198385657675,kauez_
5,CT,-915.241,-471.89783,11777.031,52545,76561198095896540,docz1n
6,CT,-872.4459,-423.56006,11777.031,52545,76561198135228658,gafolo
7,CT,-2324.7642,421.90265,11744.031,52545,76561198307734468,rdn---
